"RecordID","TimeStamp","DeltaToUTC","UserID","ObjectID","Description","Comment","Checksum"
280,"6/29/2019 12:04:10 PM","-6:00","admin","Alarm: 12","Acknowledgment of alarm 12 of PLC HMI_Connection_1.",,T9ABhH
281,"6/29/2019 12:04:10 PM","-6:00","admin","Alarm: 12","Acknowledgment of alarm 12 of PLC HMI_Connection_1.",,+p89lM
282,"6/29/2019 12:04:11 PM","-6:00","admin","Alarm: 12","Acknowledgment of alarm 12 of PLC HMI_Connection_1.",,S4WhW+
283,"6/29/2019 12:04:52 PM","-6:00","admin","Alarm: 2","Acknowledgment of alarm 2 of PLC HMI_Connection_1.",,vddnZC
284,"6/29/2019 12:04:52 PM","-6:00","admin","Alarm: 2","Acknowledgment of alarm 2 of PLC HMI_Connection_1.",,duAtIx
285,"6/29/2019 12:05:18 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,aqH4tm
286,"6/29/2019 12:05:28 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,/jPlN6
287,"6/29/2019 12:05:28 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,vPUoI2
288,"6/29/2019 12:05:37 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,9rri8k
289,"6/29/2019 12:05:37 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,ZoL348
290,"6/29/2019 12:05:38 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,+g2U+3
291,"6/29/2019 12:05:38 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,UoHxPW
292,"6/29/2019 12:05:38 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,IpRGJ6
293,"6/29/2019 12:05:39 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,AByi5b
294,"6/29/2019 12:05:39 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,mNheir
295,"6/29/2019 12:05:54 PM","-6:00","admin","Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,FE9+Ln
296,"6/29/2019 12:05:55 PM","-6:00","admin","Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,cJitrn
297,"6/29/2019 12:10:22 PM","-6:00","admin","Alarm: 13","Acknowledgment of alarm 13 of PLC HMI_Connection_1.",,y/wLmG
298,"6/29/2019 12:10:23 PM","-6:00","admin","Alarm: 13","Acknowledgment of alarm 13 of PLC HMI_Connection_1.",,jOHxKT
299,"6/29/2019 12:10:24 PM","-6:00","admin","Alarm: 13","Acknowledgment of alarm 13 of PLC HMI_Connection_1.",,9g08cr
300,"6/29/2019 12:10:44 PM","-6:00","admin","Alarm: 3","Acknowledgment of alarm 3 of PLC HMI_Connection_1.",,NgnNhD
301,"6/29/2019 12:10:45 PM","-6:00","admin","Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,DjDvD1
302,"6/29/2019 12:10:46 PM","-6:00","admin","Alarm: 13","Acknowledgment of alarm 13 of PLC HMI_Connection_1.",,6rO+dQ
303,"6/29/2019 12:10:46 PM","-6:00","admin","Alarm: 13","Acknowledgment of alarm 13 of PLC HMI_Connection_1.",,5ZIca3
304,"6/29/2019 12:10:47 PM","-6:00","admin","Alarm: 13","Acknowledgment of alarm 13 of PLC HMI_Connection_1.",,N3ZdU4
305,"6/29/2019 12:10:50 PM","-6:00","admin","Alarm: 12","Acknowledgment of alarm 12 of PLC HMI_Connection_1.",,cukW8k
306,"6/29/2019 12:10:50 PM","-6:00","admin","Alarm: 12","Acknowledgment of alarm 12 of PLC HMI_Connection_1.",,WAU643
307,"6/29/2019 12:12:54 PM","-6:00","admin","Alarm: 9","Acknowledgment of alarm 9 of PLC HMI_Connection_1.",,Sxk0FB
308,"6/29/2019 12:14:02 PM","-6:00","admin","Alarm: 9","Acknowledgment of alarm 9 of PLC HMI_Connection_1.",,ZwKi2o
309,"6/29/2019 12:14:08 PM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,U0Xdtc
310,"6/29/2019 12:14:09 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,ntjIRN
311,"6/29/2019 12:14:10 PM","-6:00","admin","Alarm: 13","Acknowledgment of alarm 13 of PLC HMI_Connection_1.",,tKlcN2
312,"6/29/2019 12:14:10 PM","-6:00","admin","Alarm: 13","Acknowledgment of alarm 13 of PLC HMI_Connection_1.",,xKaS/V
313,"6/29/2019 12:14:11 PM","-6:00","admin","Alarm: 13","Acknowledgment of alarm 13 of PLC HMI_Connection_1.",,m6VyKm
314,"6/29/2019 12:14:42 PM","-6:00","admin","Alarm: 13","Acknowledgment of alarm 13 of PLC HMI_Connection_1.",,yufLHO
315,"6/29/2019 12:15:10 PM","-6:00","admin","Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,UWdeHp
316,"6/29/2019 12:15:14 PM","-6:00","admin","Alarm: 12","Acknowledgment of alarm 12 of PLC HMI_Connection_1.",,ymAZRO
317,"6/29/2019 12:15:18 PM","-6:00","admin","Alarm: 13","Acknowledgment of alarm 13 of PLC HMI_Connection_1.",,YUSi5g
318,"6/29/2019 12:15:32 PM","-6:00","admin","Alarm: 13","Acknowledgment of alarm 13 of PLC HMI_Connection_1.",,jne9Sv
319,"6/29/2019 12:15:35 PM","-6:00","admin","Alarm: 13","Acknowledgment of alarm 13 of PLC HMI_Connection_1.",,7nbWLu
0,"6/29/2019 12:17:21 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,X9wkJG
0,"6/29/2019 12:17:31 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 59, created with WinCC Professional V15.1",,sKOxGz
320,"6/29/2019 12:17:31 PM","-6:00","System","Application","Change to operating mode 'online'.",,WZ27If
321,"6/29/2019 12:17:31 PM","-6:00","System","User administration","User administration imported successfully.",,HR0/RR
322,"6/29/2019 12:17:36 PM","-6:00",,"Alarm: 140000","Acknowledgment of alarm 140000.",,2GQ/vy
323,"6/29/2019 12:17:36 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,ml8eAC
324,"6/29/2019 12:17:37 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,d2dOlD
325,"6/29/2019 12:17:37 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,yfxrZR
326,"6/29/2019 12:17:37 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,Qn3D05
327,"6/29/2019 12:17:38 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,Cr3VCg
328,"6/29/2019 12:17:46 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,R4IRVb
329,"6/29/2019 12:17:57 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,5WhxB/
330,"6/29/2019 12:17:57 PM","-6:00","admin","Alarm: 5","Acknowledgment of alarm 5 of PLC HMI_Connection_1.",,vTqRLv
331,"6/29/2019 12:17:58 PM","-6:00","admin","Alarm: 11","Acknowledgment of alarm 11 of PLC HMI_Connection_1.",,s+/bnf
332,"6/29/2019 12:18:24 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,gZ7pqJ
333,"6/29/2019 12:18:25 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,nM5/0x
334,"6/29/2019 12:18:25 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,KBybl1
335,"6/29/2019 12:18:31 PM","-6:00","admin","Alarm: 11","Acknowledgment of alarm 11 of PLC HMI_Connection_1.",,cjQ/FC
336,"6/29/2019 12:18:31 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,zUnV/j
337,"6/29/2019 12:23:33 PM","-6:00","System","User administration","User logged off.",,Sn/pKz
338,"6/29/2019 12:24:39 PM","-6:00",,"Alarm: 14","Acknowledgment of alarm 14 of PLC HMI_Connection_1.",,g/krMl
339,"6/29/2019 12:24:39 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,8DlPjo
340,"6/29/2019 12:24:39 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,9AGmum
0,"6/29/2019 12:24:45 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,XnLr4f
0,"6/29/2019 12:26:16 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 59, created with WinCC Professional V15.1",,26bpvU
341,"6/29/2019 12:26:16 PM","-6:00","System","Application","Change to operating mode 'online'.",,JWyasW
342,"6/29/2019 12:26:16 PM","-6:00","System","User administration","User administration imported successfully.",,bI81tu
343,"6/29/2019 12:26:22 PM","-6:00",,"Alarm: 140000","Acknowledgment of alarm 140000.",,Ag+BeW
344,"6/29/2019 12:26:23 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,7DklAb
345,"6/29/2019 12:26:23 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,gsaegM
346,"6/29/2019 12:26:23 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,3FbbfH
347,"6/29/2019 12:26:24 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,KZHfvj
348,"6/29/2019 12:26:24 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,VI5/Op
349,"6/29/2019 12:26:26 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,SyS09a
350,"6/29/2019 12:26:26 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,H6HjXt
351,"6/29/2019 12:26:36 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,MPs/4E
0,"6/29/2019 12:29:34 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,tafgHQ
0,"6/29/2019 12:30:30 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 59, created with WinCC Professional V15.1",,M1DRhd
352,"6/29/2019 12:30:30 PM","-6:00","System","Application","Change to operating mode 'online'.",,VVrxL1
353,"6/29/2019 12:30:30 PM","-6:00","System","User administration","User administration imported successfully.",,Oog/Eo
354,"6/29/2019 12:30:34 PM","-6:00",,"Alarm: 140000","Acknowledgment of alarm 140000.",,gH+x2p
355,"6/29/2019 12:30:35 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,jrCQkf
356,"6/29/2019 12:30:42 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,sw0TSU
357,"6/29/2019 12:36:09 PM","-6:00","admin","Alarm: 2","Acknowledgment of alarm 2 of PLC HMI_Connection_1.",,YFtv6A
0,"6/29/2019 12:37:54 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,Gbddjc
0,"6/29/2019 12:38:40 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 59, created with WinCC Professional V15.1",,uQVKS8
358,"6/29/2019 12:38:40 PM","-6:00","System","Application","Change to operating mode 'online'.",,SBgNlD
359,"6/29/2019 12:38:40 PM","-6:00","System","User administration","User administration imported successfully.",,jhSueL
360,"6/29/2019 12:38:44 PM","-6:00",,"Alarm: 140000","Acknowledgment of alarm 140000.",,Nr8jQg
361,"6/29/2019 12:38:52 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,4Bs0Nt
362,"6/29/2019 12:44:00 PM","-6:00","System","User administration","User logged off.",,Z1mEyo
363,"6/29/2019 1:05:56 PM","-6:00","System","Application","Shutting down application due to problem with power supply.",,8pIe6R
0,"6/29/2019 1:05:56 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,iWNfSE
0,"6/29/2019 2:33:16 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 59, created with WinCC Professional V15.1",,zY19yc
364,"6/29/2019 2:33:16 PM","-6:00","System","Application","Change to operating mode 'online'.",,WA31Tx
365,"6/29/2019 2:33:16 PM","-6:00","System","User administration","User administration imported successfully.",,O2hf8B
366,"6/29/2019 2:33:56 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,K+nd3A
367,"6/29/2019 2:38:56 PM","-6:00","System","User administration","User logged off.",,Rz0yrU
0,"6/29/2019 2:41:35 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,WHUSqY
0,"6/29/2019 2:42:13 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 59, created with WinCC Professional V15.1",,Ogh+wG
368,"6/29/2019 2:42:13 PM","-6:00","System","Application","Change to operating mode 'online'.",,IjRSiU
369,"6/29/2019 2:42:13 PM","-6:00","System","User administration","User administration imported successfully.",,iaNwk9
370,"6/29/2019 2:42:25 PM","-6:00",,"Alarm: 2","Acknowledgment of alarm 2 of PLC HMI_Connection_1.",,uoZkZM
371,"6/29/2019 2:42:25 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,7BYyE8
372,"6/29/2019 2:42:26 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,h7gWMB
373,"6/29/2019 2:42:34 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,bZJMmg
374,"6/29/2019 2:49:43 PM","-6:00","admin","Recipe: process parameter setpoint","Set default values for recipe. ",,3DQERg
375,"6/29/2019 2:53:01 PM","-6:00","admin","Recipe: process parameter setpoint","Signed Data record test2: Transfer displayed data record to PLC.","test",vXfOyR
376,"6/29/2019 2:53:05 PM","-6:00","admin","Recipe: process parameter setpoint","Data record test2: Synchronization executed.",,aqY64Z
377,"6/29/2019 2:53:14 PM","-6:00","admin","Recipe: process parameter setpoint","Signed Data record test2: Save displayed data record to data medium. ","admin",8JWPrf
378,"6/29/2019 2:53:47 PM","-6:00","admin","Recipe: process parameter setpoint","Set default values for recipe. ",,Ha9Dt4
379,"6/29/2019 2:53:54 PM","-6:00","admin","Recipe: process parameter setpoint","Data record test2: Load data medium to displayed data record.",,88ZEpA
380,"6/29/2019 2:54:38 PM","-6:00","admin","Recipe: process parameter setpoint","Signed Data record test2: Save displayed data record to data medium. ","admin",J7/KNR
381,"6/29/2019 2:54:45 PM","-6:00","admin","Recipe: process parameter setpoint","Signed Data record test2: Transfer displayed data record to PLC.","admin",fMOzME
382,"6/29/2019 3:10:02 PM","-6:00","System","User administration","User logged off.",,5ArSXA
383,"6/29/2019 3:15:34 PM","-6:00",,"Recipe: process parameter setpoint","Set default values for recipe. ",,evLt1L
384,"6/29/2019 3:15:43 PM","-6:00",,"Recipe: process parameter setpoint","Data record test2: Load data medium to displayed data record.",,ORU1Mg
385,"6/29/2019 3:17:49 PM","-6:00",,"Recipe: process parameter setpoint","Set default values for recipe. ",,u4enl7
386,"6/29/2019 3:18:16 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,7kTKS+
387,"6/29/2019 3:18:22 PM","-6:00","admin","Recipe: process parameter setpoint","Set default values for recipe. ",,JTg+XZ
388,"6/29/2019 3:18:25 PM","-6:00","admin","Recipe: process parameter setpoint","Data record test2: Load data medium to displayed data record.",,ZwfV6b
389,"6/29/2019 3:18:31 PM","-6:00","admin","Recipe: process parameter setpoint","Signed Data record test2: Transfer displayed data record to PLC.","admin",5b3XOm
390,"6/29/2019 3:24:31 PM","-6:00","admin","Recipe: process parameter setpoint","Set default values for recipe. ",,Iw1oOw
391,"6/29/2019 3:24:36 PM","-6:00","admin","Recipe: process parameter setpoint","Data record test2: Load data medium to displayed data record.",,mP2Yna
392,"6/29/2019 3:25:01 PM","-6:00","admin","Recipe: process parameter setpoint","Signed Data record test2: Transfer displayed data record to PLC.","ad",V/8D/I
393,"6/29/2019 3:26:56 PM","-6:00","admin","Recipe: process parameter setpoint","Data record test2: Synchronization executed.",,KuAK3K
394,"6/29/2019 3:33:04 PM","-6:00","System","User administration","User logged off.",,+/+bv8
395,"6/29/2019 3:46:33 PM","-6:00",,"Recipe: process parameter setpoint","Signed Data record test2: Save displayed data record to data medium. ",,PXyQHI
396,"6/29/2019 4:30:37 PM","-6:00","System","Application","Shutting down application due to problem with power supply.",,IVnu/5
0,"6/29/2019 4:30:37 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,V9FxXJ
0,"6/30/2019 2:51:07 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 59, created with WinCC Professional V15.1",,+atnaz
397,"6/30/2019 2:51:07 PM","-6:00","System","Application","Change to operating mode 'online'.",,6Aqv3N
398,"6/30/2019 2:51:07 PM","-6:00","System","User administration","User administration imported successfully.",,EuSnBL
399,"6/30/2019 2:51:25 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,NgriOR
400,"6/30/2019 2:52:03 PM","-6:00","admin","Recipe: process parameter setpoint","Set default values for recipe. ",,Ovj2bQ
401,"6/30/2019 2:52:05 PM","-6:00","admin","Recipe: process parameter setpoint","Data record test2: Load data medium to displayed data record.",,Y0fSlQ
402,"6/30/2019 2:52:12 PM","-6:00","admin","Recipe: process parameter setpoint","Signed Data record test2: Transfer displayed data record to PLC.","a",yKMvRi
403,"6/30/2019 2:57:51 PM","-6:00","System","User administration","User logged off.",,gJ7DhI
404,"6/30/2019 3:07:10 PM","-6:00",,"Alarm: 6","Acknowledgment of alarm 6 of PLC HMI_Connection_1.",,m09y9j
405,"6/30/2019 3:07:16 PM","-6:00",,"Recipe: process parameter setpoint","Set default values for recipe. ",,xVQm6H
406,"6/30/2019 3:07:27 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,vtsDeK
407,"6/30/2019 3:07:30 PM","-6:00","admin","Recipe: process parameter setpoint","Set default values for recipe. ",,DU7EYf
408,"6/30/2019 3:07:35 PM","-6:00","admin","Recipe: process parameter setpoint","Data record test2: Load data medium to displayed data record.",,XlIkRk
409,"6/30/2019 3:07:42 PM","-6:00","admin","Recipe: process parameter setpoint","Signed Data record test2: Transfer displayed data record to PLC.","ad",9zaPFQ
0,"6/30/2019 3:12:19 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,dCokPV
0,"6/30/2019 3:12:47 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 59, created with WinCC Professional V15.1",,hlMEVs
410,"6/30/2019 3:12:47 PM","-6:00","System","Application","Change to operating mode 'online'.",,OcURe8
411,"6/30/2019 3:12:47 PM","-6:00","System","User administration","User administration imported successfully.",,Vmmd0o
412,"6/30/2019 3:13:06 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,Ixib+x
413,"6/30/2019 3:13:16 PM","-6:00","admin","Recipe: process parameter setpoint","Set default values for recipe. ",,CwJRUN
414,"6/30/2019 3:13:19 PM","-6:00","admin","Recipe: process parameter setpoint","Data record test2: Load data medium to displayed data record.",,fNrpHb
415,"6/30/2019 3:13:24 PM","-6:00","admin","Recipe: process parameter setpoint","Signed Data record test2: Transfer displayed data record to PLC.","a",OabGCd
416,"6/30/2019 3:21:44 PM","-6:00","admin","Recipe: process parameter setpoint","Set default values for recipe. ",,4Wn0Gh
417,"6/30/2019 3:21:48 PM","-6:00","admin","Recipe: process parameter setpoint","Data record test2: Load data medium to displayed data record.",,jsBqQK
418,"6/30/2019 3:21:54 PM","-6:00","admin","Recipe: process parameter setpoint","Signed Data record test2: Transfer displayed data record to PLC.","a",pZ65Oa
419,"6/30/2019 3:32:02 PM","-6:00","admin","Recipe: process parameter setpoint","Set default values for recipe. ",,J6uUYK
420,"6/30/2019 3:32:07 PM","-6:00","admin","Recipe: process parameter setpoint","Data record test2: Load data medium to displayed data record.",,BBx2Cm
421,"6/30/2019 3:32:28 PM","-6:00","admin","Recipe: process parameter setpoint","Signed Data record test2: Save displayed data record to data medium. ","a",gjpDP4
422,"6/30/2019 3:32:34 PM","-6:00","admin","Recipe: process parameter setpoint","Signed Data record test2: Transfer displayed data record to PLC.","a",bHWz2e
423,"6/30/2019 3:38:37 PM","-6:00","admin","Recipe: process parameter setpoint","Set default values for recipe. ",,T39a/g
424,"6/30/2019 3:38:40 PM","-6:00","admin","Recipe: process parameter setpoint","Data record test2: Load data medium to displayed data record.",,ztMtwL
425,"6/30/2019 3:38:50 PM","-6:00","admin","Recipe: process parameter setpoint","Signed Data record test2: Transfer displayed data record to PLC.","a",e/oITm
426,"6/30/2019 3:40:18 PM","-6:00","admin","Recipe: process parameter setpoint","Set default values for recipe. ",,SXqW+c
427,"6/30/2019 3:40:23 PM","-6:00","admin","Recipe: process parameter setpoint","Data record test2: Load data medium to displayed data record.",,YH/QOy
428,"6/30/2019 3:41:04 PM","-6:00","admin","Recipe: process parameter setpoint","Signed Data record test2: Transfer displayed data record to PLC.","a",rgOiim
429,"6/30/2019 3:41:06 PM","-6:00","admin","Recipe: process parameter setpoint","Data record test2: Synchronization executed.",,bg3eZi
430,"6/30/2019 3:46:08 PM","-6:00","System","User administration","User logged off.",,70tJlj
431,"6/30/2019 4:14:31 PM","-6:00","System","Application","Shutting down application due to problem with power supply.",,oDXkgp
0,"6/30/2019 4:14:31 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,/YGEkO
432,"7/1/2019 8:32:41 AM","-6:00","System","Application","The last program run was not correctly exited. This may result in the loss of data.",,JGy47g
0,"7/1/2019 8:32:41 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 59, created with WinCC Professional V15.1",,eo5MG4
433,"7/1/2019 8:32:41 AM","-6:00","System","Application","Change to operating mode 'online'.",,2o2cgD
434,"7/1/2019 8:32:41 AM","-6:00","System","User administration","User administration imported successfully.",,+mMBV0
435,"7/1/2019 8:32:58 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,ghKvO5
0,"7/1/2019 8:33:18 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,s4e19L
0,"7/1/2019 8:34:20 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 59, created with WinCC Professional V15.1",,obnf5S
436,"7/1/2019 8:34:20 AM","-6:00","System","Application","Change to operating mode 'online'.",,FZ37Xk
437,"7/1/2019 8:34:20 AM","-6:00","System","User administration","User administration imported successfully.",,aFFL1B
438,"7/1/2019 8:34:40 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,IJHNCa
0,"7/1/2019 8:35:28 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,AXeIyz
0,"7/2/2019 11:32:30 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 59, created with WinCC Professional V15.1",,x+IIpG
439,"7/2/2019 11:32:30 AM","-6:00","System","Application","Change to operating mode 'online'.",,M8R1YV
440,"7/2/2019 11:32:30 AM","-6:00","System","User administration","User administration imported successfully.",,hl5OS2
441,"7/2/2019 11:33:01 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,TbPbjT
442,"7/2/2019 11:33:15 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,FBwbXq
443,"7/2/2019 11:33:15 AM","-6:00","admin","Alarm: 2","Acknowledgment of alarm 2 of PLC HMI_Connection_1.",,3vPgU8
444,"7/2/2019 11:33:50 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,RUP287
445,"7/2/2019 11:33:51 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,fEztB5
446,"7/2/2019 11:33:51 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,XxaEev
447,"7/2/2019 11:33:53 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,PHUkQX
448,"7/2/2019 11:33:54 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,Zabhvs
449,"7/2/2019 11:33:54 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,fZ+yC0
450,"7/2/2019 11:35:30 AM","-6:00","admin","Alarm: 6","Acknowledgment of alarm 6 of PLC HMI_Connection_1.",,xUfof4
451,"7/2/2019 11:35:30 AM","-6:00","admin","Alarm: 6","Acknowledgment of alarm 6 of PLC HMI_Connection_1.",,If6DOf
452,"7/2/2019 11:35:31 AM","-6:00","admin","Alarm: 6","Acknowledgment of alarm 6 of PLC HMI_Connection_1.",,gdsVde
453,"7/2/2019 11:35:31 AM","-6:00","admin","Alarm: 6","Acknowledgment of alarm 6 of PLC HMI_Connection_1.",,UDTC4m
454,"7/2/2019 11:35:32 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,w0pzKB
455,"7/2/2019 11:35:32 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,CMAr2c
456,"7/2/2019 11:35:32 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,/P//Gn
457,"7/2/2019 11:35:33 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,77Ws34
458,"7/2/2019 11:35:33 AM","-6:00","admin","Alarm: 6","Acknowledgment of alarm 6 of PLC HMI_Connection_1.",,7CzLuG
459,"7/2/2019 11:35:34 AM","-6:00","admin","Alarm: 6","Acknowledgment of alarm 6 of PLC HMI_Connection_1.",,DQPqUM
460,"7/2/2019 11:35:34 AM","-6:00","admin","Alarm: 6","Acknowledgment of alarm 6 of PLC HMI_Connection_1.",,NvwtyF
461,"7/2/2019 11:35:35 AM","-6:00","admin","Alarm: 6","Acknowledgment of alarm 6 of PLC HMI_Connection_1.",,PdVH0l
462,"7/2/2019 11:38:28 AM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,Iofcxu
463,"7/2/2019 11:38:28 AM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,p8YkNx
464,"7/2/2019 11:38:28 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,JeJzTR
